Description,Amount,Transaction Type,Account Name,Category
Brewing Company,99.24,debit,Platinum Card,Credit Card Payment
Amazon,113.46,credit,Silver Card,Entertainment
Phone Company,19.39,debit,Checking,Housing
Credit Card Payment,761.59,credit,Silver Card,Credit Card Payment
Credit Card Payment,167.98,debit,Platinum Card,Entertainment
Grocery Store,66.26,debit,Platinum Card,Food & Drink
Spotify,92.34,debit,Platinum Card,Credit Card Payment
Amazon,178.45,debit,Platinum Card,Paycheck
Phone Company,179.27,credit,Checking,Utilities & Services
Amazon,212.32,debit,Platinum Card,Shopping
Grocery Store,12.48,debit,Checking,Entertainment
Barbershop,162.65,credit,Checking,Entertainment
Amazon,88.39,debit,Checking,Credit Card Payment
Credit Card Payment,152.28,credit,Platinum Card,Food & Drink
Vietnamese Restaurant,196.83,debit,Silver Card,Transportation
BBQ Restaurant,39.04,debit,Platinum Card,Food & Drink
Shell,85.14,credit,Silver Card,Utilities & Services
QuikTrip,15.09,credit,Checking,Utilities & Services
Mortgage Payment,141.61,debit,Platinum Card,Credit Card Payment
Spotify,144.31,debit,Checking,Transportation
Grocery Store,189.36,credit,Platinum Card,Food & Drink
Starbucks,8.84,debit,Silver Card,Food & Drink
Mortgage Payment,1209.18,debit,Checking,Housing
Grocery Store,116.27,credit,Checking,Housing
American Tavern,133.66,debit,Silver Card,Shopping
Greek Restaurant,4.53,debit,Silver Card,Housing
Grocery Store,82.04,credit,Platinum Card,Food & Drink
Phone Company,173.5,credit,Checking,Food & Drink
Grocery Store,165.36,credit,Platinum Card,Credit Card Payment
Amazon,42.93,debit,Checking,Shopping
Amazon,157.89,debit,Checking,Utilities & Services
Grocery Store,163.69,debit,Platinum Card,Food & Drink
Grocery Store,175.95,credit,Silver Card,Food & Drink
Italian Restaurant,169.96,debit,Platinum Card,Credit Card Payment
Starbucks,146.75,credit,Checking,Food & Drink
Hardware Store,7.14,credit,Platinum Card,Transportation
Chick-Fil-A,20.33,debit,Platinum Card,Credit Card Payment
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Brewing Company,168.37,debit,Silver Card,Food & Drink
Brewing Company,74.54,credit,Checking,Shopping
BP,30.03,debit,Silver Card,Transportation
American Tavern,85.11,debit,Checking,Haircut
Grocery Store,69.93,credit,Platinum Card,Transportation
Internet Service Provider,157.6,debit,Platinum Card,Paycheck
Movie Theater,8.32,debit,Platinum Card,Credit Card Payment
Pizza Place,158.45,debit,Platinum Card,Credit Card Payment
American Tavern,35.98,credit,Checking,Food & Drink
Vietnamese Restaurant,97.27,debit,Checking,Credit Card Payment
Phone Company,198.64,debit,Silver Card,Entertainment
Credit Card Payment,113.97,credit,Checking,Food & Drink
American Tavern,23.47,debit,Platinum Card,Food & Drink
Roadside Diner,1.08,credit,Checking,Food & Drink
Biweekly Paycheck,2000.0,credit,Checking,Paycheck
Grocery Store,14.58,debit,Silver Card,Food & Drink
Internet Service Provider,195.3,debit,Platinum Card,Shopping
Credit Card Payment,50.48,credit,Checking,Paycheck
Gas Company,55.32,debit,Silver Card,Utilities & Services
Movie Theater,48.71,credit,Silver Card,Credit Card Payment
Netflix,160.89,debit,Platinum Card,Credit Card Payment
Gas Company,49.96,debit,Platinum Card,Food & Drink
Credit Card Payment,81.83,credit,Platinum Card,Transportation
Grocery Store,72.03,credit,Platinum Card,Shopping
Internet Service Provider,46.29,debit,Checking,Utilities & Services
Hardware Store,145.82,debit,Checking,Food & Drink
Starbucks,38.73,debit,Platinum Card,Credit Card Payment
Spotify,1.94,credit,Checking,Food & Drink
Grocery Store,45.38,debit,Platinum Card,Food & Drink
Grocery Store,162.24,debit,Platinum Card,Housing
Credit Card Payment,147.5,debit,Platinum Card,Credit Card Payment
BP,142.31,debit,Checking,Credit Card Payment
Credit Card Payment,123.63,debit,Platinum Card,Credit Card Payment
Credit Card Payment,283.07,credit,Silver Card,Credit Card Payment
Grocery Store,35.59,debit,Platinum Card,Food & Drink
Shell,109.17,credit,Checking,Entertainment
Credit Card Payment,186.32,debit,Silver Card,Credit Card Payment
Biweekly Paycheck,22.85,debit,Checking,Paycheck
Starbucks,125.72,debit,Checking,Food & Drink
Credit Card Payment,124.22,credit,Checking,Utilities & Services
Chick-Fil-A,173.04,debit,Checking,Housing
State Farm,33.1,credit,Platinum Card,Food & Drink
American Tavern,87.62,credit,Silver Card,Food & Drink
Phone Company,168.4,debit,Checking,Utilities & Services
Grocery Store,106.56,credit,Platinum Card,Credit Card Payment
Credit Card Payment,126.02,credit,Silver Card,Transportation
Barbershop,142.51,debit,Silver Card,Credit Card Payment
Gas Company,35.91,credit,Platinum Card,Transportation
Gas Company,30.0,debit,Checking,Utilities & Services
Grocery Store,71.37,credit,Silver Card,Utilities & Services
Brewing Company,9.19,credit,Checking,Food & Drink
American Tavern,82.01,credit,Checking,Food & Drink
Credit Card Payment,79.42,debit,Platinum Card,Food & Drink
Brunch Restaurant,8.82,debit,Platinum Card,Food & Drink
Gas Company,35.08,credit,Silver Card,Food & Drink
Grocery Store,178.48,credit,Platinum Card,Food & Drink
Netflix,132.3,debit,Checking,Food & Drink
Credit Card Payment,277.99,debit,Checking,Credit Card Payment
Starbucks,2.75,debit,Platinum Card,Food & Drink
Internet Service Provider,197.26,credit,Checking,Housing
Gas Company,24.21,credit,Platinum Card,Shopping
Amazon,55.4,debit,Platinum Card,Food & Drink
Biweekly Paycheck,143.16,debit,Platinum Card,Entertainment
Shell,56.1,credit,Platinum Card,Food & Drink
Brewing Company,61.54,debit,Checking,Food & Drink
Gas Company,86.86,debit,Checking,Haircut
Grocery Store,166.93,debit,Platinum Card,Paycheck
QuikTrip,158.15,debit,Platinum Card,Food & Drink
Grocery Store,144.7,credit,Platinum Card,Food & Drink
Amazon,82.31,debit,Checking,Transportation
City Water Charges,118.05,debit,Checking,Shopping
Greek Restaurant,173.54,debit,Platinum Card,Paycheck
Credit Card Payment,128.59,debit,Platinum Card,Credit Card Payment
BP,184.28,debit,Platinum Card,Food & Drink
American Tavern,187.86,debit,Platinum Card,Shopping
Fancy Restaurant,16.47,credit,Platinum Card,Food & Drink
Greek Restaurant,49.63,credit,Checking,Credit Card Payment
Pizza Place,173.43,credit,Silver Card,Food & Drink
Power Company,144.03,debit,Checking,Credit Card Payment
Internet Service Provider,183.02,credit,Platinum Card,Utilities & Services
Credit Card Payment,59.81,debit,Platinum Card,Credit Card Payment
Credit Card Payment,136.06,credit,Platinum Card,Credit Card Payment
Brunch Restaurant,91.84,credit,Platinum Card,Food & Drink
Power Company,24.92,debit,Platinum Card,Utilities & Services
Bojangles,196.82,credit,Silver Card,Food & Drink
Spotify,140.06,debit,Silver Card,Food & Drink
Biweekly Paycheck,164.39,credit,Platinum Card,Paycheck
Phone Company,112.34,debit,Silver Card,Entertainment
Credit Card Payment,46.04,credit,Platinum Card,Food & Drink
State Farm,101.99,debit,Checking,Credit Card Payment
Fancy Restaurant,14.65,credit,Checking,Shopping
Grocery Store,63.61,credit,Platinum Card,Utilities & Services
Biweekly Paycheck,95.62,debit,Silver Card,Food & Drink
Credit Card Payment,89.06,credit,Silver Card,Credit Card Payment
Steakhouse,82.47,debit,Silver Card,Utilities & Services
Amazon,59.4,credit,Silver Card,Credit Card Payment
State Farm,79.04,credit,Platinum Card,Housing
American Tavern,25.4,debit,Silver Card,Food & Drink
Grocery Store,15.51,credit,Silver Card,Food & Drink
Grocery Store,37.26,credit,Checking,Shopping
Credit Card Payment,194.59,debit,Checking,Transportation
Brewing Company,114.71,credit,Checking,Transportation
Grocery Store,103.28,debit,Silver Card,Housing
Barbershop,159.91,credit,Checking,Food & Drink
Phone Company,90.48,credit,Silver Card,Utilities & Services
City Water Charges,91.43,credit,Checking,Shopping
Phone Company,164.85,debit,Checking,Food & Drink
QuikTrip,17.66,credit,Platinum Card,Shopping
State Farm,129.49,credit,Silver Card,Entertainment
Bakery Place,59.14,debit,Platinum Card,Food & Drink
Internet Service Provider,102.1,debit,Platinum Card,Credit Card Payment
Grocery Store,10.93,credit,Platinum Card,Food & Drink
American Tavern,19.49,debit,Platinum Card,Food & Drink
BP,195.43,credit,Platinum Card,Housing
Brewing Company,165.6,debit,Checking,Credit Card Payment
Thai Restaurant,150.84,credit,Silver Card,Entertainment
Bakery Place,3.02,debit,Platinum Card,Food & Drink
City Water Charges,87.25,debit,Checking,Shopping
Grocery Store,19.88,credit,Silver Card,Credit Card Payment
Netflix,74.71,credit,Checking,Paycheck
Starbucks,82.63,credit,Silver Card,Paycheck
Amazon,146.19,credit,Platinum Card,Housing
Mediterranean Restaurant,162.97,debit,Checking,Food & Drink
Spotify,179.46,credit,Platinum Card,Paycheck
Credit Card Payment,3.77,debit,Platinum Card,Housing
Liquor Store,155.84,debit,Platinum Card,Shopping
Credit Card Payment,119.51,credit,Silver Card,Food & Drink
Biweekly Paycheck,188.6,debit,Platinum Card,Utilities & Services
Brewing Company,90.38,debit,Checking,Credit Card Payment
Gas Company,125.89,credit,Checking,Food & Drink
Starbucks,49.82,credit,Platinum Card,Transportation
Brewing Company,28.38,credit,Checking,Shopping
Starbucks,5.0,debit,Platinum Card,Food & Drink
City Water Charges,188.77,credit,Silver Card,Food & Drink
Gas Company,28.76,debit,Platinum Card,Paycheck
Amazon,38.91,debit,Platinum Card,Food & Drink
Amazon,39.47,debit,Checking,Food & Drink
Credit Card Payment,178.62,debit,Silver Card,Food & Drink
Grocery Store,171.56,credit,Platinum Card,Credit Card Payment
Power Company,52.79,debit,Checking,Food & Drink
Credit Card Payment,35.44,debit,Checking,Haircut
Hardware Store,130.92,credit,Checking,Food & Drink
Barbershop,74.64,debit,Platinum Card,Housing
Brewing Company,5.16,debit,Checking,Transportation
Credit Card Payment,78.8,debit,Platinum Card,Food & Drink
Credit Card Payment,161.92,debit,Checking,Utilities & Services
Amazon,91.36,credit,Platinum Card,Food & Drink
American Tavern,62.45,debit,Platinum Card,Credit Card Payment
Grocery Store,19.03,debit,Platinum Card,Housing
Biweekly Paycheck,60.66,debit,Silver Card,Transportation
Shell,176.26,debit,Platinum Card,Transportation
Mediterranean Restaurant,91.19,credit,Silver Card,Transportation
Credit Card Payment,62.55,debit,Silver Card,Food & Drink
Bojangles,128.61,credit,Platinum Card,Transportation
Thai Restaurant,5.85,debit,Platinum Card,Credit Card Payment
Thai Restaurant,24.0,debit,Silver Card,Food & Drink
Biweekly Paycheck,150.94,credit,Platinum Card,Shopping
New York Deli,126.84,credit,Platinum Card,Transportation
Starbucks,27.31,debit,Silver Card,Transportation
QuikTrip,57.36,debit,Platinum Card,Entertainment
Credit Card Payment,143.67,credit,Checking,Entertainment
Bakery Place,37.98,debit,Checking,Utilities & Services
Credit Card Payment,76.97,credit,Platinum Card,Entertainment
Brunch Restaurant,162.63,credit,Platinum Card,Credit Card Payment
Thai Restaurant,56.82,debit,Platinum Card,Housing
Hardware Store,182.78,credit,Platinum Card,Food & Drink
Internet Service Provider,42.52,credit,Platinum Card,Food & Drink
Belgian Restaurant,179.14,debit,Platinum Card,Shopping
City Water Charges,95.35,debit,Checking,Utilities & Services
Valero,111.72,credit,Platinum Card,Food & Drink
Pizza Place,32.91,debit,Platinum Card,Food & Drink
Latin Restaurant,181.01,credit,Silver Card,Food & Drink
Biweekly Paycheck,18.17,debit,Platinum Card,Credit Card Payment
Netflix,121.26,credit,Checking,Paycheck
Credit Card Payment,5.33,credit,Platinum Card,Utilities & Services
Credit Card Payment,499.6,debit,Checking,Credit Card Payment
Shell,22.48,credit,Platinum Card,Credit Card Payment
Netflix,184.46,debit,Silver Card,Transportation
Grocery Store,135.16,credit,Silver Card,Transportation
Grocery Store,122.79,credit,Platinum Card,Credit Card Payment
Amazon,68.78,debit,Platinum Card,Food & Drink
Grocery Store,47.7,credit,Checking,Entertainment
Power Company,26.76,debit,Platinum Card,Credit Card Payment
Power Company,145.23,debit,Platinum Card,Food & Drink
Credit Card Payment,81.69,debit,Platinum Card,Food & Drink
Credit Card Payment,188.69,debit,Checking,Credit Card Payment
Grocery Store,86.44,debit,Silver Card,Credit Card Payment
Credit Card Payment,184.4,debit,Silver Card,Entertainment
Gas Company,163.79,credit,Silver Card,Credit Card Payment
Grocery Store,30.35,debit,Checking,Paycheck
Shell,143.51,debit,Checking,Credit Card Payment
Gas Company,83.12,credit,Platinum Card,Paycheck
Thai Restaurant,159.22,debit,Platinum Card,Food & Drink
Grocery Store,22.5,debit,Platinum Card,Food & Drink
Credit Card Payment,163.12,credit,Platinum Card,Shopping
Credit Card Payment,122.28,credit,Checking,Food & Drink
Grocery Store,10.77,credit,Platinum Card,Food & Drink
Biweekly Paycheck,79.84,credit,Platinum Card,Entertainment
Credit Card Payment,102.5,debit,Silver Card,Credit Card Payment
Starbucks,188.8,credit,Platinum Card,Food & Drink
Grocery Store,42.8,credit,Platinum Card,Shopping
Gas Company,24.3,debit,Platinum Card,Food & Drink
Grocery Store,105.64,debit,Checking,Housing
Grocery Store,194.65,debit,Platinum Card,Entertainment
Italian Restaurant,22.47,debit,Checking,Utilities & Services
Credit Card Payment,284.96,credit,Platinum Card,Credit Card Payment
Netflix,141.91,debit,Checking,Food & Drink
Gas Company,180.6,debit,Platinum Card,Credit Card Payment
Biweekly Paycheck,188.84,credit,Checking,Housing
Credit Card Payment,128.12,debit,Checking,Credit Card Payment
Hardware Store,195.72,credit,Checking,Food & Drink
Starbucks,92.38,credit,Silver Card,Credit Card Payment
Internet Service Provider,194.5,debit,Checking,Transportation
Credit Card Payment,92.57,debit,Platinum Card,Transportation
Mortgage Payment,1100.0,debit,Checking,Housing
Grocery Store,123.89,credit,Platinum Card,Transportation
Grocery Store,108.81,credit,Checking,Utilities & Services
Spotify,23.12,debit,Platinum Card,Food & Drink
Bojangles,12.58,debit,Silver Card,Food & Drink
Hardware Store,163.4,debit,Checking,Credit Card Payment
Starbucks,176.57,credit,Checking,Utilities & Services
Brewing Company,115.66,credit,Platinum Card,Paycheck
Grocery Store,141.08,debit,Checking,Paycheck
Brewing Company,186.43,credit,Checking,Utilities & Services
Power Company,136.86,credit,Platinum Card,Entertainment
Gas Company,170.65,credit,Platinum Card,Credit Card Payment
Credit Card Payment,87.03,debit,Platinum Card,Food & Drink
City Water Charges,39.86,debit,Checking,Transportation
Biweekly Paycheck,112.17,debit,Silver Card,Food & Drink
Brewing Company,27.64,credit,Silver Card,Credit Card Payment
Brunch Restaurant,122.03,credit,Platinum Card,Entertainment
Circle K,121.04,debit,Silver Card,Transportation
Credit Card Payment,75.76,debit,Platinum Card,Utilities & Services
Brewing Company,153.42,credit,Platinum Card,Haircut
Barbershop,135.51,debit,Platinum Card,Utilities & Services
Barbershop,96.41,credit,Checking,Transportation
Barbershop,90.69,credit,Silver Card,Transportation
Credit Card Payment,769.72,debit,Checking,Credit Card Payment
Hardware Store,67.33,credit,Platinum Card,Haircut
American Tavern,166.33,debit,Silver Card,Credit Card Payment
Biweekly Paycheck,175.26,credit,Platinum Card,Utilities & Services
Brewing Company,59.48,debit,Platinum Card,Food & Drink
Brunch Restaurant,76.69,debit,Platinum Card,Shopping
Brewing Company,21.46,debit,Checking,Utilities & Services
City Water Charges,86.69,debit,Platinum Card,Transportation
Internet Service Provider,176.67,debit,Checking,Shopping
Belgian Restaurant,80.61,debit,Silver Card,Credit Card Payment
BP,50.73,credit,Platinum Card,Paycheck
Fancy Restaurant,78.0,debit,Platinum Card,Food & Drink
Credit Card Payment,66.19,debit,Checking,Food & Drink
Roadside Diner,27.89,debit,Platinum Card,Credit Card Payment
Phone Company,148.91,debit,Checking,Transportation
Hardware Store,187.98,credit,Platinum Card,Entertainment
Brunch Restaurant,121.15,debit,Checking,Housing
Grocery Store,75.61,debit,Silver Card,Shopping
State Farm,95.57,credit,Platinum Card,Food & Drink
Internet Service Provider,186.82,credit,Platinum Card,Utilities & Services
Starbucks,82.51,credit,Checking,Utilities & Services
Amazon,13.13,debit,Platinum Card,Shopping
Credit Card Payment,51.9,credit,Platinum Card,Transportation
Grocery Store,141.66,debit,Checking,Housing
Bakery Place,197.52,debit,Silver Card,Transportation
Phone Company,194.44,credit,Platinum Card,Food & Drink
City Water Charges,195.68,credit,Platinum Card,Shopping
Credit Card Payment,128.5,credit,Silver Card,Transportation
Internet Service Provider,66.52,debit,Silver Card,Housing
Amazon,126.15,debit,Silver Card,Transportation
American Tavern,189.71,debit,Checking,Shopping
Brunch Restaurant,173.99,credit,Silver Card,Food & Drink
Biweekly Paycheck,153.92,credit,Silver Card,Food & Drink
State Farm,114.48,credit,Platinum Card,Food & Drink
Internet Service Provider,38.53,debit,Platinum Card,Entertainment
Spotify,143.12,debit,Silver Card,Food & Drink
Spotify,142.91,credit,Platinum Card,Housing
QuikTrip,135.46,debit,Platinum Card,Entertainment
Phone Company,1.06,credit,Platinum Card,Credit Card Payment
New York Deli,184.49,debit,Checking,Credit Card Payment
State Farm,75.0,debit,Checking,Transportation
